Feature,Importance Fold 0,Importance Fold 1,Importance Fold 2,Importance Fold 3,Importance Fold 4,Average Importance
country_Czechia,0.0057317379603229355,0.012502614369535791,0.019263056438029745,0.027370139468135758,0.010706544361179526,0.015114818519440751
country_Mongolia,0.020419837387017248,0.014651812152003596,0.005719223403311014,0.011379640354925159,0.023304497026252858,0.015095002064701973
country_Niger,0.02379592540987694,0.01576384537517226,0.0021383442742541224,0.0018063701542120557,0.029241538048176485,0.01454920465233837
country_Burundi,0.03738859803723105,0.022476986881824645,0.01224312486761987,0.0,0.0,0.014421741957335112
country_Benin,0.004900090885790775,0.02518019897735404,0.010929514073448443,0.0067993954353046115,0.023033222605363092,0.01416848439545219
country_Myanmar,0.0060220577247806165,0.0,0.01500516403513572,0.028225099482816707,0.02148370600089371,0.01414720544872535
country_Belarus,0.005845387344788145,0.018419525282385284,0.00946544568655967,0.0,0.03527039092765938,0.013800149848278495
country_Malaysia,0.01927201589067167,0.012006058523489394,0.005007160734164118,0.02082365366263126,0.011518469594337666,0.01372547168105882
country_Thailand,0.010926711114534604,0.009521416236106316,0.02510900012772834,0.016535228644321866,0.005457273750403657,0.013509925974618957
country_Cyprus,0.0292825564060321,0.014752949997045461,0.010322792377133072,0.004694349697721201,0.0058541304349008175,0.01298135578256653
country_Malawi,0.008381352386172436,0.01983537344555686,0.01562828195807542,0.005111252457320847,0.015944375493399776,0.012980127148105067
country_Paraguay,0.007314935237310504,0.007153925909983383,0.002239795486994178,0.029661768144500965,0.01670479142045147,0.0126150432398481
country_Gabon,0.0,0.000880032182080881,0.012536617888073453,0.0239060251622093,0.024875829198178344,0.012439700886108396
country_Azerbaijan,0.021222232849629052,0.005771127031513656,0.008159856583714608,0.01807750325983557,0.00834478900136335,0.012315101745211249
country_Mozambique,0.025875237807220897,0.01646103450838663,0.01081584727157936,0.00405813305256657,0.00423851986390944,0.012289754500732579
country_Slovakia,0.01047264052201662,0.00832786780860797,0.018179186050136666,0.010602029547231152,0.013068451539319815,0.012130035093462445
country_North Macedonia,0.014573282692442313,0.0015546925603015182,0.0175857634073066,0.015274837865056502,0.011173103037293353,0.012032335912480058
country_Greece,0.009551395677758779,0.007864189798279764,0.010972900185170942,0.026675869425470178,0.005067916846106768,0.012026454386557285
country_Bangladesh,0.01755497500785517,0.01662839510831964,0.016138435042114097,0.007925478306281186,-0.0010055558930931684,0.011448345514295386
country_Montenegro,0.023272600279312106,0.017711701732353414,0.012526073901789081,0.0,0.0033527694639339466,0.011372629075477708
country_Jordan,0.009415118699001756,0.012855333184869044,0.010183188342317262,0.007573736358535465,0.016540779834739693,0.011313631283892643
country_Egypt,0.02463298138161827,0.012067395148403515,0.009776730832716685,0.002233673090557775,0.007812023656901567,0.011304560822039563
country_India,0.010132393693052943,0.00847705938267238,0.01516480484851812,0.007501847784068883,0.015057431271386234,0.011266707395939714
country_Congo (Brazzaville),0.03203108243907369,0.01261034697757053,0.002927168055378848,0.0,0.008505092351771836,0.01121473796475898
country_Turkmenistan,0.0,0.021709126027428784,0.03096329710875978,0.0,0.003380843550132284,0.011210653337264169
country_Georgia,0.014666983242442444,0.0047610192953240205,0.002793146252643064,0.025282341435573084,0.008133944624865986,0.01112748697016972
country_Central African Republic,0.0,0.03514657534654997,0.009484340030631944,0.010484308615748627,0.0,0.011023044798586106
country_Mauritius,0.006409045200931529,0.008196416358037428,0.005465356552713074,0.022534146769582163,0.011303171479452524,0.010781627272143343
country_South Sudan,0.0247126850962321,0.0,0.0,0.01652111902877118,0.011996894277062586,0.010646139680413174
country_Indonesia,0.008722072001524106,0.007230817014554991,0.004653814313198734,0.011973827131798998,0.02044279869372321,0.010604665830960007
country_Iran,0.0,0.010756711580170553,0.014521557745236401,0.010506340096263278,0.01638570659412606,0.010434063203159259
country_Lebanon,0.010114021338378265,0.014773763433577036,0.01480635976698479,0.0063530798036768536,0.005586888301231529,0.010326822528769694
country_Chile,0.015632762723289374,0.011885227553905465,0.006174530319462135,0.008103582222021299,0.009313700624908283,0.010221960688717313
country_Sierra Leone,0.010259551728690175,0.018400588348091263,0.0064351898360858195,0.0031813051250948908,0.011724831334297558,0.01000029327445194
country_Togo,0.013648046335721652,0.006148202023210203,0.015214692340284986,0.003456440959050999,0.011179424144112349,0.009929361160476036
country_Panama,0.006623567709121403,0.007697334179698823,0.013763864502694668,0.015393688341637013,0.0061391464632293054,0.009923520239276243
country_Israel,0.01143819716964194,0.006774250998584597,0.01625032148165313,0.011207499877489058,0.003656898070978376,0.00986543351966942
country_Serbia,0.012934955214397359,0.0023208250536917107,0.006375860977385473,0.007717735521384439,0.019828918776018268,0.00983565910857545
country_Argentina,0.010249065057888118,0.006626550427574762,0.008560978742975834,0.020378364702697094,0.0024415215778596845,0.009651296101799099
country_Congo (Kinshasa),0.014185745152665907,0.020961040204377567,0.0011942896057458353,0.006443788913584281,0.0046197610679451495,0.00948092498886375
country_Burkina Faso,0.013240208606873093,0.010529294707381709,0.018994197065646402,0.004377314845410707,0.0,0.009428203045062382
country_Tunisia,0.005491208854460927,0.004443310488844743,0.00894393689976163,0.019741366959780703,0.007643929921843351,0.00925275062493827
country_Tanzania,0.00936424779381737,0.008656505004910619,0.004181155989930585,0.014153795239000266,0.009645694817754768,0.009200279769082722
country_China,0.010900718728327919,0.0045825246239722395,0.002313982877788878,0.02436598259899312,0.0038184740166857132,0.009196336569153574
country_Mali,0.005350815299501477,0.023202968373427724,0.0012563090815153944,0.003507885105706876,0.012108876979611738,0.009085370967952642
country_Guinea,0.00828328132656766,0.020647657532799957,0.00314664529768649,0.006722375427333338,0.005300021943727762,0.00881999630562304
country_Armenia,0.009222235077108999,0.004424286490583062,0.004785269067636477,0.02159524356492488,0.003630154002208341,0.008731437640492352
country_Libya,0.008143037946822496,0.020213448560252534,0.005376769429210881,0.0,0.0074697465190036285,0.008240600491057907
country_Afghanistan,0.0,0.017082552216569645,0.010544505553999883,0.003465093377108852,0.009626051701001392,0.008143640569735955
country_Venezuela,0.014875703897860859,0.0014374893533568357,0.0014245460088226248,0.005954114201184679,0.016827952851528872,0.008103961262550774
country_Rwanda,0.022533516731321535,0.0019109676591408276,0.007834769003461672,0.0,0.008207348760756461,0.0080973204309361
country_Liberia,0.005439607010353842,0.006731357512300829,0.007865777120234351,0.004069152027310308,0.01403279202242338,0.0076277371385245415
country_Cameroon,0.005007029951242048,0.009120966859264135,0.015163305437090302,0.0021713651171629154,0.0062614828244044185,0.007544830037832763
country_Uzbekistan,0.008756646688196822,0.006207933287394818,0.003444288114992111,0.01458420069094859,0.003775724491964105,0.007353758654699288
country_Ethiopia,0.007578891463602311,0.02402722782433029,0.0034698447332517147,0.001666927184781275,0.0,0.007348578241193118
country_Ivory Coast,0.005863313080039956,0.006030940370534354,0.015358545476486718,0.00910707822285035,0.0,0.007271975429982275
country_Romania,0.004966275801807374,0.007620702196767315,0.004179593463210063,0.01486737168412484,0.002557977874387185,0.006838384204059354
country_Morocco,0.003977032207879527,0.016199281506616557,0.0012169677415068136,0.007846806453662402,0.002986404136755283,0.006445298409284117
country_Zambia,0.001209533521245687,0.00730714463067268,0.012091084259355522,0.006202495502916627,0.005336123852006857,0.006429276353239474
country_Madagascar,0.0056198400998452415,0.0,0.02334993677595625,0.0025729372087956335,0.0,0.006308542816919424
country_Vietnam,0.002896773924353746,0.0009743244723729782,0.008459416324805558,0.010404705712324524,0.008756297545962433,0.006298303595963848
country_Cambodia,0.006010802898313438,0.011630142446654302,0.0050913311407749795,0.0031132668131616413,0.004690952429101336,0.00610729914560114
country_Uganda,0.00407385034290988,0.007539808868790132,0.005060943119122818,0.01016450731387486,0.00158690312895442,0.0056852025547304225
country_Algeria,0.0028408225819813284,0.0033403624871327863,0.00264690113410877,0.012405349714194824,0.007007637128133482,0.005648214609110238
country_Tajikistan,0.00630349904494254,0.01635932157276332,-0.0004442204274311079,0.0038610170271826004,0.0013949544938608228,0.005494914342263636
country_Namibia,0.015483360357691822,0.0024364218073558595,0.006238140242764434,0.002771052854469258,0.0,0.005385795052456275
country_Iraq,0.011034245039669788,0.004000343397907935,0.0010543893919586766,0.008297087793406165,0.0025098346552745233,0.005379180055643418
country_Mauritania,0.004272768436142526,0.002254303400375157,0.004999573852996275,0.009271191548376167,0.004948439991221876,0.0051492554458224
country_Bosnia and Herzegovina,0.003972001669729952,0.0028533614126809103,0.010264870477847276,0.004405135273451188,0.0035551197787193622,0.005010097722485738
country_Somalia,0.012152186886975613,0.0,0.011331604289049535,0.0,0.0,0.00469675823520503
country_Senegal,0.0082523157895114,0.0,0.00224985841286125,0.0027168210486712362,0.010255567902270113,0.0046949126306628
country_Kyrgyzstan,0.0015400730303250175,0.001490448490257945,0.004261590823053751,0.008567160737983404,0.006813427162120878,0.004534540048748199
country_Kenya,0.003223097143371989,0.002640373742823332,-0.00034608633369987986,0.01044397315669252,0.006680862323021808,0.004528444006441953
country_State of Palestine,0.005600592302144469,0.0009735166205831813,0.0019124805964819691,0.012549817678185905,0.0016005787996977716,0.004527397199418659
country_Colombia,0.006158668356171159,0.005155484732344573,0.000906643118600381,0.004453052814629266,0.004457945089353132,0.004226358822219703
country_Gambia,0.0018342179446468876,0.007312032741641561,0.0059119971822046095,0.0023980976747993267,0.003643779696551963,0.004220025047968869
country_Nigeria,0.007766379313759786,0.008819744529597218,-0.0010157176392000312,0.0008662017726672299,0.004015412196659396,0.00409040403469672
country_Kosovo,0.001005094085739322,0.008594973846776766,0.00047358421012335674,0.006386293524480458,0.0037760476082139725,0.004047198655066775
country_Philippines,0.0058821408150781405,0.0013051712966049677,0.007160695032995856,0.0037951133802950785,0.0017317699861812753,0.0039749781022310636
country_Ghana,0.003120920185925735,0.0033941028731156787,0.00963249866654312,0.003199089222486795,0.00033580407149316207,0.003936483003912898
country_Comoros,0.00482994441991198,0.0031017469080579564,0.004327986994712573,0.005806957444737537,0.0010723818610935076,0.003827803525702711
country_Bhutan,0.007509659328548701,0.0,0.003645317115407165,0.0,0.007755294793096135,0.0037820542474104003
country_Ecuador,0.007922101078142618,0.002584831521307507,0.0034015551863743054,0.0036795761300126182,0.0011820417496211765,0.003754021133091645
country_Lesotho,0.0,0.004772904321897364,0.00989949444803151,0.0,0.00409528841685467,0.003753537437356709
country_Zimbabwe,0.005140290776528067,0.0050229242480911655,0.0037507119802353108,0.004096808883352554,0.00044575010987424335,0.0036912971996162685
country_Honduras,0.004337301461970355,0.008753157392030841,7.060063128416783e-05,0.001468219635329504,0.003579501318063927,0.003641756087735759
country_Moldova,0.0017579168580319272,0.005954807863239453,0.0064921097917741925,0.0004657338282752388,0.003194837222634006,0.0035730811127909637
country_Trinidad and Tobago,0.0,0.01417480244588205,0.0,0.0035234612385072637,0.0,0.003539652736877863
country_Yemen,0.007431980973515185,0.004040403654133651,5.767355635155625e-06,0.003309535376723116,0.0027821899994268763,0.003513975471886796
country_Nicaragua,0.003648988448707047,0.0036679049088404582,0.0024964557195462866,0.005985142456270087,0.0013658211418721366,0.003432862535047203
country_Brazil,0.005741159886411662,0.0009801250769136515,0.001412832711810741,0.006166693027985048,0.0025790402202470197,0.0033759701846736248
country_Peru,0.0,0.001022071189811502,0.0035389672244755753,0.010641811261231005,0.001192637508954575,0.0032790974368945318
country_Laos,0.003697829494370697,0.004380015002923243,0.0002822745769043289,0.002073636294079928,0.005850708095483137,0.003256892692752267
country_Albania,0.003032690963203111,0.0008457029958344409,0.0026530352534792634,0.0042808964430508965,0.005125533709578289,0.0031875718730292003
country_Maldives,0.015901084143666488,0.0,0.0,0.0,0.0,0.0031802168287332977
country_Haiti,0.0,0.0048143753652138965,0.0032830359129028875,0.0022383216279792785,0.005401557238279264,0.003147458028875065
country_Jamaica,0.0014577492733007346,0.00035282517847532444,0.0,0.00388606842618735,0.009748542967191942,0.00308903716903107
country_Angola,0.0,0.0035484532031724524,0.0026778877300787985,0.00863681786402366,0.0,0.0029726317594549823
country_Mexico,0.004139725987125242,0.0009814862772026035,-0.00024343075303190354,0.005760293439870811,0.00338315101520823,0.0028042451932749966
country_Costa Rica,0.0032271776598690404,0.00421751683848357,0.0007324785102183151,0.0036010457981731523,0.0014141406471191997,0.0026384718907726556
country_Cuba,0.0,0.0,0.0,0.012683661319652106,0.0,0.0025367322639304212
country_El Salvador,0.0008671411987078992,0.009736779218496916,0.0003701888520287966,-0.0005544789499194458,0.002074523121256511,0.0024988306881141356
country_Sudan,0.0,0.005345809126631939,0.002144564511098679,0.0,0.004885366371199096,0.002475148001785943
country_Nepal,0.0006936280763539138,0.005214375020574336,0.004037991767750881,0.00017424304614375164,0.002195991070685288,0.0024632457963016338
country_Guatemala,0.0015996397394243632,0.005207595249550434,0.0013049099441867717,0.0019114158384217817,0.001974539305921219,0.002399620015500914
country_Syria,0.005126340171441135,0.004100025487384329,0.003979703686695491,0.0,-0.001326923530148294,0.0023758291630745316
country_Somaliland region,0.004500117752614807,0.0,0.0,0.0,0.00676893898516695,0.0022538113475563514
country_Djibouti,0.002686068977726297,0.0,0.0,0.006893704778619725,0.0007920804490755939,0.002074370841084323
country_Bolivia,0.0011318463487731468,0.0033633756291330474,0.00024487540315509815,0.0009316005400371363,0.0023248861885985404,0.0015993168219393936
country_Eswatini,0.0011569773117053872,0.002127677806510664,0.0,0.0,0.002878152342855578,0.0012325614922143258
country_Suriname,0.0,0.0,0.0,0.0,0.005959750771628114,0.0011919501543256228
country_Belize,0.0002970367053086287,0.0,0.0,0.0,0.003154360396557787,0.0006902794203732832
country_Guyana,0.0,0.0001739621829885074,0.0,0.0,0.0,3.479243659770148e-05
country_Oman,0.0,0.0,0.0,0.0,-0.0029523607279353216,-0.0005904721455870643
